alarm_date,cont_date,gis_acres,cause_name,cause_category,subregion_id,subregion_name,subregion_area,road_distance,urban_distance,veg_level,build_density,pop_density
1987-09-24T00:00:00Z,1987-09-28T00:00:00Z,585.98901,Railroad,Human,2,North Interior,43000.296,0.1,19.1,0.6167,0.0627,3.9022
1987-09-26T00:00:00Z,1987-11-13T00:00:00Z,175.75653,Lightning,Natural,4,South Sierran,31366.273,30.4,52.1,1.6101,0.0233,0.9842
1987-09-29T00:00:00Z,1987-10-05T00:00:00Z,2040.261,Miscellaneous,Other,1,North Coast and Montane,64191.163,17.8,15.2,2.6476,0.0909,11.1852
1987-09-29T00:00:00Z,1987-09-10T00:00:00Z,196.19284,Lightning,Natural,4,South Sierran,31366.273,9.7,28.1,2.3304,0.1249,21.7945
1987-09-30T00:00:00Z,NA,217.24504,Equipment Use,Human,7,South Coast and Montane,42488.862,3.1,0,0.0256,1.1158,612.4614
1987-10-01T00:00:00Z,1987-10-18T00:00:00Z,4341.1982,Miscellaneous,Other,7,South Coast and Montane,42488.862,22.1,20.1,0.1755,0.3558,57.646
1987-10-03T00:00:00Z,NA,649.45911,Miscellaneous,Other,7,South Coast and Montane,42488.862,1.2,0,0.0283,1.0014,519.7249
1987-10-03T00:00:00Z,NA,460.06671,Miscellaneous,Other,7,South Coast and Montane,42488.862,9.4,1.5,0.0274,0.9463,447.9247
1987-10-03T00:00:00Z,NA,3276.1826,Equipment Use,Human,7,South Coast and Montane,42488.862,0.1,0,0.0165,0.8873,419.7402
1987-10-03T00:00:00Z,1987-10-24T00:00:00Z,15581.67,Debris,Human,7,South Coast and Montane,42488.862,13.9,10.8,0.0255,0.6625,253.8503
1987-10-03T00:00:00Z,1987-10-05T00:00:00Z,184.25339,Lightning,Natural,6,Central Coast and Montane,38989.393,21.5,30.4,0.4329,0.0354,4.9893
1987-10-04T00:00:00Z,NA,2747.9475,Arson,Human,7,South Coast and Montane,42488.862,0,0,0.0269,0.8912,436.3505
1987-10-06T00:00:00Z,NA,423.4252,Unknown / Unidentified,Other,6,Central Coast and Montane,38989.393,12.4,11.5,0.3941,0.2107,66.2789
1987-10-07T00:00:00Z,1987-10-08T00:00:00Z,9.9575634,Lightning,Natural,1,North Coast and Montane,64191.163,23.9,48.3,1.3909,0.0339,2.0751
1987-10-08T00:00:00Z,NA,118.24081,Miscellaneous,Other,5,Central Valley,74899.613,9.7,13.5,0.3028,0.1844,60.7728
1987-10-11T00:00:00Z,1987-10-13T00:00:00Z,8.0985641,Lightning,Natural,4,South Sierran,31366.273,2.3,51.8,1.7681,0.0697,4.9748
1987-11-11T00:00:00Z,NA,1088.3354,Unknown / Unidentified,Other,7,South Coast and Montane,42488.862,1.5,0.2,0.087,0.6689,181.0779
1987-11-12T00:00:00Z,NA,28.449329,Debris,Human,4,South Sierran,31366.273,6.8,18.4,1.4229,0.1072,7.7826
1988-01-26T00:00:00Z,NA,364.27811,Unknown / Unidentified,Other,1,North Coast and Montane,64191.163,20.9,51.2,8.1035,0.0338,4.0992
1988-02-16T00:00:00Z,1988-02-17T00:00:00Z,27.749987,Debris,Human,4,South Sierran,31366.273,6.8,50.3,2.1876,0.0861,6.5608
1988-03-17T00:00:00Z,1988-03-29T00:00:00Z,25.497704,Escaped Prescribed Burn,Natural,3,North Sierran,21000.148,22.2,22.7,0.8481,0.106,17.4909
1988-03-17T00:00:00Z,1988-03-29T00:00:00Z,107.6713,Escaped Prescribed Burn,Natural,3,North Sierran,21000.148,21.8,21.5,0.8511,0.1084,17.9981
1988-03-18T00:00:00Z,NA,412.01678,Playing with fire,Human,7,South Coast and Montane,42488.862,1,0,0.0266,1.1578,540.0947
1988-03-25T00:00:00Z,NA,248.37534,Smoking,Human,7,South Coast and Montane,42488.862,0.3,0,0.025,1.1805,558.5032
1988-03-27T00:00:00Z,NA,212.06747,Miscellaneous,Other,3,North Sierran,21000.148,18.6,19.9,0.8532,0.1046,17.5733
1988-03-27T00:00:00Z,1988-03-30T00:00:00Z,71.443573,Debris,Human,3,North Sierran,21000.148,11.8,22.7,0.3438,0.0986,16.0737
1988-03-29T00:00:00Z,NA,149.63391,Miscellaneous,Other,7,South Coast and Montane,42488.862,1.1,0,0.0264,1.0662,571.9372
1988-03-31T00:00:00Z,NA,249.14749,Campfire,Human,7,South Coast and Montane,42488.862,4,1,0.0213,0.7549,346.1569
1988-04-02T00:00:00Z,NA,260.07263,Playing with fire,Human,7,South Coast and Montane,42488.862,2.7,0.3,0.0283,0.985,454.8543
1988-04-08T00:00:00Z,NA,255.88162,Arson,Human,7,South Coast and Montane,42488.862,0.6,5.4,0.0899,0.6087,131.5264
1988-04-08T00:00:00Z,1988-04-08T00:00:00Z,979.04285,Escaped Prescribed Burn,Natural,6,Central Coast and Montane,38989.393,0.8,1.1,0.3805,0.0924,13.6517
1988-04-10T00:00:00Z,NA,368.00418,Unknown / Unidentified,Other,7,South Coast and Montane,42488.862,1.8,1.6,0.0523,0.8939,413.9174
1988-05-02T00:00:00Z,NA,164.39491,Campfire,Human,7,South Coast and Montane,42488.862,32.8,30.2,0.0339,0.4379,51.4472
1988-05-03T00:00:00Z,1988-05-03T00:00:00Z,7.1944866,Unknown / Unidentified,Other,7,South Coast and Montane,42488.862,1.8,3.4,0.4154,0.2696,84.9476
1988-05-10T00:00:00Z,NA,129.51689,Arson,Human,7,South Coast and Montane,42488.862,2.8,9,0.0898,0.5684,109.2707
1988-05-10T00:00:00Z,1988-05-14T00:00:00Z,10.26584,Campfire,Human,2,North Interior,43000.296,18.2,38.3,0.5403,0.0342,2.2237
1988-05-10T00:00:00Z,1988-05-16T00:00:00Z,6.2473674,Debris,Human,3,North Sierran,21000.148,4.7,17.5,0.4456,0.0773,5.2784
1988-05-15T00:00:00Z,1988-05-16T00:00:00Z,293.75558,Equipment Use,Human,5,Central Valley,74899.613,7.9,2.5,1.8614,0.3604,97.4532
1988-05-19T00:00:00Z,NA,84.902199,Unknown / Unidentified,Other,6,Central Coast and Montane,38989.393,36.5,21.3,0.1293,0.0457,4.0081
1988-05-19T00:00:00Z,NA,649.0332,Miscellaneous,Other,7,South Coast and Montane,42488.862,1.9,0,0.0263,1.1382,527.2701
1988-05-21T00:00:00Z,NA,57.529366,Unknown / Unidentified,Other,1,North Coast and Montane,64191.163,0.8,0,0.8615,0.8805,664.3389
1988-05-21T00:00:00Z,NA,401.56131,Unknown / Unidentified,Other,6,Central Coast and Montane,38989.393,3,12.7,0.5952,0.1727,42.9038
1988-05-23T00:00:00Z,NA,351.80927,Unknown / Unidentified,Other,9,Great Basin,52777.643,2.7,21.3,1.2161,0.1323,2.0419
1988-05-23T00:00:00Z,1988-07-25T00:00:00Z,207.08836,Lightning,Natural,4,South Sierran,31366.273,24.8,52.9,1.6296,0.0262,1.3568
1988-05-30T00:00:00Z,NA,35.437286,Miscellaneous,Other,7,South Coast and Montane,42488.862,1.4,0,0.0175,1.2938,736.9378
1988-06-02T00:00:00Z,NA,912.64258,Equipment Use,Human,7,South Coast and Montane,42488.862,0.7,0.5,0.0185,1.3407,772.9905
1988-06-04T00:00:00Z,NA,688.60419,Unknown / Unidentified,Other,8,South Interior,103810.781,0,0,0.1036,0.6534,92.9536
1988-06-10T00:00:00Z,NA,83.163979,Unknown / Unidentified,Other,7,South Coast and Montane,42488.862,0,30.1,0.3266,0.2031,37.9781
1988-06-10T00:00:00Z,NA,28.384989,Unknown / Unidentified,Other,7,South Coast and Montane,42488.862,1.4,0,0.0404,2.5072,1403.8112
1988-06-12T00:00:00Z,NA,729.89264,Unknown / Unidentified,Other,7,South Coast and Montane,42488.862,0,25.4,0.2751,0.3097,58.9855
1988-06-14T00:00:00Z,NA,258.36942,Miscellaneous,Other,7,South Coast and Montane,42488.862,7.1,7.2,0.0287,0.6191,160.0552
1988-06-19T00:00:00Z,NA,35.131313,Lightning,Natural,9,Great Basin,52777.643,28.5,145.3,0.436,0.0231,0.6142
1988-06-19T00:00:00Z,1988-06-20T00:00:00Z,3806.0627,Lightning,Natural,6,Central Coast and Montane,38989.393,11.9,41.5,0.0892,0.0165,2.0129
1988-06-20T00:00:00Z,1988-06-22T00:00:00Z,3649.3752,Lightning,Natural,6,Central Coast and Montane,38989.393,4.1,27.7,0.3805,0.0703,11.856
1988-06-20T00:00:00Z,1988-08-14T00:00:00Z,6.8961353,Lightning,Natural,4,South Sierran,31366.273,28.7,50.6,1.6711,0.0196,1.1453
1988-06-20T00:00:00Z,1988-11-10T00:00:00Z,2650.4746,Lightning,Natural,4,South Sierran,31366.273,8.4,47.9,1.616,0.0658,3.9658
1988-06-20T00:00:00Z,1988-11-19T00:00:00Z,3752.6702,Lightning,Natural,4,South Sierran,31366.273,21.9,45,1.1423,0.0227,1.9928
1988-06-20T00:00:00Z,1988-11-10T00:00:00Z,497.58899,Lightning,Natural,4,South Sierran,31366.273,9.7,48.4,1.6106,0.0631,3.9145
1988-06-21T00:00:00Z,1988-06-24T00:00:00Z,1770.6725,Lightning,Natural,5,Central Valley,74899.613,21.1,18.9,0.2273,0.1839,25.4249
1988-06-21T00:00:00Z,1988-11-10T00:00:00Z,1424.1984,Lightning,Natural,4,South Sierran,31366.273,21.7,38.1,1.4022,0.077,3.0836
1988-06-22T00:00:00Z,NA,1334.5624,Unknown / Unidentified,Other,5,Central Valley,74899.613,6.3,4.1,3.3363,0.2086,63.6857
1988-06-23T00:00:00Z,NA,548.43427,Arson,Human,7,South Coast and Montane,42488.862,0,1.1,0.0446,0.9617,396.1275
1988-06-23T00:00:00Z,1988-06-25T00:00:00Z,381.35962,Lightning,Natural,4,South Sierran,31366.273,29,38.4,0.7986,0.0498,2.3927
1988-06-24T00:00:00Z,NA,86.873146,Miscellaneous,Other,7,South Coast and Montane,42488.862,0.1,0,0.0266,1.0653,572.9727
1988-06-24T00:00:00Z,NA,820.48383,Miscellaneous,Other,7,South Coast and Montane,42488.862,0,0,0.0336,2.1085,1177.013
1988-06-24T00:00:00Z,NA,222.00368,Unknown / Unidentified,Other,8,South Interior,103810.781,2.8,0,0.0437,0.5762,172.0117
1988-06-24T00:00:00Z,NA,186.53183,Unknown / Unidentified,Other,6,Central Coast and Montane,38989.393,29.1,32.6,0.1256,0.0846,15.8948
1988-06-24T00:00:00Z,1988-06-29T00:00:00Z,18.636896,Lightning,Natural,3,North Sierran,21000.148,9.2,56.8,0.6711,0.0561,2.3284
1988-06-25T00:00:00Z,1988-09-30T00:00:00Z,250.33421,Lightning,Natural,4,South Sierran,31366.273,35.6,40,1.6944,0.0975,4.7582
1988-06-26T00:00:00Z,NA,1006.3177,Unknown / Unidentified,Other,5,Central Valley,74899.613,0.6,2.3,0.6394,0.0984,19.2937
1988-06-27T00:00:00Z,NA,494.97211,Equipment Use,Human,9,Great Basin,52777.643,0,17.2,1.2678,0.1334,9.3215
1988-06-28T00:00:00Z,NA,1208.8407,Miscellaneous,Other,5,Central Valley,74899.613,6.2,5.2,0.7639,0.1214,32.5694
1988-06-28T00:00:00Z,NA,830.02466,Miscellaneous,Other,7,South Coast and Montane,42488.862,2.1,4.8,0.0867,0.6476,155.3248
1988-06-28T00:00:00Z,NA,241.30182,Unknown / Unidentified,Other,7,South Coast and Montane,42488.862,0.3,0,0.035,1.3974,819.9668
1988-06-30T00:00:00Z,NA,36.686443,Miscellaneous,Other,7,South Coast and Montane,42488.862,4.1,0,0.0256,1.1278,638.1671
1988-06-30T00:00:00Z,NA,138.50133,Unknown / Unidentified,Other,7,South Coast and Montane,42488.862,0,6,0.1446,0.8888,290.375
1988-06-30T00:00:00Z,NA,109.77274,Unknown / Unidentified,Other,7,South Coast and Montane,42488.862,0.1,0,0.0411,1.2285,689.9785
1988-06-30T00:00:00Z,NA,139.70406,Unknown / Unidentified,Other,6,Central Coast and Montane,38989.393,7.3,4.8,0.2781,0.0963,20.4549
1988-07-02T00:00:00Z,1988-07-08T00:00:00Z,2499.5562,Miscellaneous,Other,4,South Sierran,31366.273,0,44.3,1.6516,0.0662,5.1624
1988-07-03T00:00:00Z,NA,110.894,Unknown / Unidentified,Other,1,North Coast and Montane,64191.163,0.5,0,0.8437,0.8945,676.5737
1988-07-04T00:00:00Z,1988-07-05T00:00:00Z,665.8233,Smoking,Human,5,Central Valley,74899.613,11.3,5.7,1.7832,0.3507,94.0978
1988-07-04T00:00:00Z,1988-07-05T00:00:00Z,26.730495,Campfire,Human,4,South Sierran,31366.273,29.5,23.8,1.256,0.1157,13.1874
1988-07-05T00:00:00Z,NA,69.930893,Unknown / Unidentified,Other,7,South Coast and Montane,42488.862,0.6,0,0.0399,2.0497,1053.0845
1988-07-05T00:00:00Z,NA,55.410049,Unknown / Unidentified,Other,7,South Coast and Montane,42488.862,1.2,0,0.0332,1.4049,807.7246
1988-07-06T00:00:00Z,NA,83.904045,Miscellaneous,Other,7,South Coast and Montane,42488.862,11.5,1.7,0.0199,0.8443,413.2293
1988-07-08T00:00:00Z,1988-07-09T00:00:00Z,113.61966,Miscellaneous,Other,7,South Coast and Montane,42488.862,8.8,3.3,0.0272,0.9357,445.4793
1988-07-08T00:00:00Z,1988-07-09T00:00:00Z,727.53967,Miscellaneous,Other,5,Central Valley,74899.613,11.9,6.5,1.8224,0.3522,93.1316
1988-07-10T00:00:00Z,NA,49.594173,Miscellaneous,Other,7,South Coast and Montane,42488.862,11.4,8.7,0.0278,0.6692,286.5096
1988-07-10T00:00:00Z,NA,297.41516,Unknown / Unidentified,Other,7,South Coast and Montane,42488.862,4.8,5,0.0345,0.6383,157.9765
1988-07-10T00:00:00Z,1988-07-10T00:00:00Z,10.253009,Lightning,Natural,7,South Coast and Montane,42488.862,50.7,49.2,0.0075,0.0101,0.0255
1988-07-11T00:00:00Z,NA,301.85135,Miscellaneous,Other,8,South Interior,103810.781,0,1.5,0.1061,0.6424,88.2474
1988-07-11T00:00:00Z,NA,383.5675,Equipment Use,Human,6,Central Coast and Montane,38989.393,0,3.9,0.6332,0.7131,338.2974
1988-07-11T00:00:00Z,NA,51.277172,Unknown / Unidentified,Other,7,South Coast and Montane,42488.862,1.7,0.8,0.0409,1.6584,790.1989
1988-07-14T00:00:00Z,NA,39.82626,Miscellaneous,Other,7,South Coast and Montane,42488.862,1.4,0,0.0177,1.2892,730.5561
1988-07-16T00:00:00Z,NA,392.55728,Equipment Use,Human,6,Central Coast and Montane,38989.393,3.5,0,1.0174,0.8681,455.5896
1988-07-17T00:00:00Z,1988-07-18T00:00:00Z,127.6624,Equipment Use,Human,6,Central Coast and Montane,38989.393,10.5,18.2,0.1715,0.0446,8.202
1988-07-17T00:00:00Z,1988-07-22T00:00:00Z,5814.8413,Arson,Human,6,Central Coast and Montane,38989.393,15.6,15.4,0.1556,0.2189,56.9573
1988-07-17T00:00:00Z,NA,6349.1934,Unknown / Unidentified,Other,6,Central Coast and Montane,38989.393,12.6,10.6,0.181,0.2146,55.1482
1988-07-18T00:00:00Z,NA,260.0249,Arson,Human,5,Central Valley,74899.613,0,9.3,0.7661,0.1014,24.6575
1988-07-18T00:00:00Z,NA,329.0369,Arson,Human,3,North Sierran,21000.148,0,5.2,1.0137,0.1349,33.2484
1988-07-18T00:00:00Z,1988-08-14T00:00:00Z,101.67642,Lightning,Natural,4,South Sierran,31366.273,32.1,60.5,1.2923,0.0203,0.6469
1988-07-19T00:00:00Z,1988-07-26T00:00:00Z,6373.8354,Arson,Human,4,South Sierran,31366.273,8.3,21.2,1.2529,0.1183,21.8326
1988-07-21T00:00:00Z,NA,4049.6003,Arson,Human,4,South Sierran,31366.273,15.5,22.6,1.1452,0.1104,19.56
1988-07-21T00:00:00Z,1988-07-23T00:00:00Z,27.75292,Lightning,Natural,3,North Sierran,21000.148,17.5,44.6,0.527,0.0653,4.2166
1988-07-21T00:00:00Z,1988-07-22T00:00:00Z,977.05554,Lightning,Natural,5,Central Valley,74899.613,7.3,2.8,1.9528,0.3462,94.9181
1988-07-21T00:00:00Z,NA,6690.3218,Arson,Human,4,South Sierran,31366.273,8.4,21.5,1.2531,0.118,21.659
1988-07-21T00:00:00Z,1988-08-31T00:00:00Z,980.5899,Lightning,Natural,4,South Sierran,31366.273,34.6,40.5,0.9269,0.0615,1.87
1988-07-21T00:00:00Z,1988-09-02T00:00:00Z,25.803944,Lightning,Natural,4,South Sierran,31366.273,16.8,34.6,2.2176,0.0812,9.8962
1988-07-22T00:00:00Z,NA,412.60431,Equipment Use,Human,6,Central Coast and Montane,38989.393,5.4,1.8,0.9434,0.8131,405.1664
1988-07-22T00:00:00Z,NA,630.29846,Playing with fire,Human,7,South Coast and Montane,42488.862,3.3,0,0.0903,0.8526,286.0433
1988-07-23T00:00:00Z,NA,176.39351,Unknown / Unidentified,Other,5,Central Valley,74899.613,24.3,25.5,1.9723,0.3973,95.213
1988-07-23T00:00:00Z,1988-07-24T00:00:00Z,277.77802,Equipment Use,Human,5,Central Valley,74899.613,14,8.6,1.7698,0.3436,90.4817
1988-07-23T00:00:00Z,1988-09-30T00:00:00Z,63.383919,Lightning,Natural,4,South Sierran,31366.273,27.9,18.7,1.6873,0.1045,3.4048
1988-07-23T00:00:00Z,1988-07-30T00:00:00Z,13.284753,Lightning,Natural,4,South Sierran,31366.273,32.5,25.1,1.4141,0.0875,2.9197
1988-07-23T00:00:00Z,1988-08-09T00:00:00Z,33.809853,Lightning,Natural,4,South Sierran,31366.273,28.2,57.7,1.4156,0.0198,1.1417
1988-07-24T00:00:00Z,1988-10-31T00:00:00Z,5420.9038,Lightning,Natural,4,South Sierran,31366.273,18.3,47.5,1.7356,0.0311,1.4935
1988-07-24T00:00:00Z,1988-11-10T00:00:00Z,673.66949,Lightning,Natural,4,South Sierran,31366.273,15.3,48,1.9054,0.0923,4.4638
1988-07-25T00:00:00Z,NA,13.871924,Lightning,Natural,1,North Coast and Montane,64191.163,56.4,60.9,0.4673,0.0379,1.1502
1988-07-27T00:00:00Z,1988-08-14T00:00:00Z,18.782848,Lightning,Natural,4,South Sierran,31366.273,29.6,21.8,1.4656,0.0904,2.9474
1988-07-27T00:00:00Z,1988-08-25T00:00:00Z,122.31055,Lightning,Natural,4,South Sierran,31366.273,28.3,25,1.3797,0.0822,2.4129
1988-07-27T00:00:00Z,1988-07-27T00:00:00Z,38.529804,Playing with fire,Human,4,South Sierran,31366.273,7.8,31.6,1.149,0.0858,10.8959
1988-07-29T00:00:00Z,1988-07-29T00:00:00Z,221.23849,Unknown / Unidentified,Other,7,South Coast and Montane,42488.862,4,32.9,0.2924,0.1506,26.4803
1988-07-29T00:00:00Z,NA,220.02509,Unknown / Unidentified,Other,7,South Coast and Montane,42488.862,0.1,15,0.2001,0.6203,145.685
1988-07-30T00:00:00Z,1988-08-03T00:00:00Z,105.77193,Lightning,Natural,2,North Interior,43000.296,20.8,63.7,0.7077,0.0244,0.8356
1988-07-31T00:00:00Z,NA,246.71762,Miscellaneous,Other,7,South Coast and Montane,42488.862,1.9,0,0.026,1.0853,601.2083
1988-07-31T00:00:00Z,1988-08-03T00:00:00Z,32.488102,Lightning,Natural,2,North Interior,43000.296,16.8,38,0.5465,0.035,2.2492
1988-08-01T00:00:00Z,NA,1850.1526,Unknown / Unidentified,Other,5,Central Valley,74899.613,12.1,18.7,2.2416,0.2014,42.7105
1988-08-01T00:00:00Z,1988-08-04T00:00:00Z,150.91272,Miscellaneous,Other,4,South Sierran,31366.273,0,50,1.777,0.0691,5.4281
1988-08-03T00:00:00Z,1988-08-25T00:00:00Z,123.37672,Lightning,Natural,4,South Sierran,31366.273,27.5,19.2,1.5097,0.0954,2.9901
1988-08-06T00:00:00Z,NA,116.83968,Unknown / Unidentified,Other,7,South Coast and Montane,42488.862,0,6.5,0.0258,1.5598,786.0318
1988-08-07T00:00:00Z,NA,73.112526,Miscellaneous,Other,7,South Coast and Montane,42488.862,3.7,0.8,0.0179,1.2365,686.1556
1988-08-09T00:00:00Z,1988-08-13T00:00:00Z,62.811996,Lightning,Natural,3,North Sierran,21000.148,3.3,46.9,0.2619,0.0909,2.9968
1988-08-10T00:00:00Z,NA,57.278687,Lightning,Natural,9,Great Basin,52777.643,5.6,65.6,1.6608,0.0218,0.5989
1988-08-10T00:00:00Z,NA,1797.3861,Lightning,Natural,9,Great Basin,52777.643,23.2,18.6,0.5583,0.2639,25.6672
1988-08-10T00:00:00Z,NA,3784.2729,Unknown / Unidentified,Other,2,North Interior,43000.296,10.9,86.7,0.6283,0.0309,0.8976
1988-08-10T00:00:00Z,1988-08-10T00:00:00Z,18.01322,Lightning,Natural,3,North Sierran,21000.148,4.3,61.9,0.5863,0.0676,2.5706
1988-08-10T00:00:00Z,1988-08-12T00:00:00Z,36.189442,Lightning,Natural,4,South Sierran,31366.273,15.5,33.7,1.6141,0.0971,6.51
1988-08-10T00:00:00Z,1988-11-10T00:00:00Z,450.45398,Lightning,Natural,4,South Sierran,31366.273,12.4,49.3,1.5003,0.0262,1.3192
1988-08-11T00:00:00Z,1988-08-14T00:00:00Z,253.11353,Lightning,Natural,2,North Interior,43000.296,21.5,156.2,0.7379,0.0205,0.4055
1988-08-11T00:00:00Z,NA,187.38339,Arson,Human,7,South Coast and Montane,42488.862,0,0,0.0842,0.7177,208.2834
1988-08-11T00:00:00Z,NA,873.07745,Unknown / Unidentified,Other,7,South Coast and Montane,42488.862,0.1,0,0.1389,0.5469,55.9852
1988-08-11T00:00:00Z,1988-08-11T00:00:00Z,7.5963874,Lightning,Natural,2,North Interior,43000.296,6.6,104.7,1.0097,0.0261,0.6365
1988-08-11T00:00:00Z,1988-08-14T00:00:00Z,1489.3655,Smoking,Human,4,South Sierran,31366.273,19.9,18.2,1.4988,0.1721,38.65
1988-08-11T00:00:00Z,1988-11-10T00:00:00Z,195.79654,Lightning,Natural,4,South Sierran,31366.273,28.9,49.3,1.1702,0.0208,1.6262
1988-08-12T00:00:00Z,NA,103.50919,Miscellaneous,Other,7,South Coast and Montane,42488.862,6.7,0,0.03,1.0142,496.7489
1988-08-12T00:00:00Z,1988-09-03T00:00:00Z,10.232635,Lightning,Natural,4,South Sierran,31366.273,36.6,46.3,0.961,0.0225,0.9713
1988-08-13T00:00:00Z,NA,5.9748135,Unknown / Unidentified,Other,1,North Coast and Montane,64191.163,3.8,37.5,1.3713,0.0295,3.2669
1988-08-13T00:00:00Z,1988-08-13T00:00:00Z,5.9744315,Equipment Use,Human,1,North Coast and Montane,64191.163,3.8,37.5,1.3718,0.0295,3.2681
1988-08-13T00:00:00Z,1988-11-10T00:00:00Z,236.18602,Lightning,Natural,4,South Sierran,31366.273,19.2,42,1.7544,0.0975,3.965
1988-08-18T00:00:00Z,1988-08-18T00:00:00Z,17.550585,Miscellaneous,Other,1,North Coast and Montane,64191.163,2.5,45.9,2.609,0.0247,2.7345
1988-08-18T00:00:00Z,1988-09-30T00:00:00Z,7.7851253,Lightning,Natural,4,South Sierran,31366.273,24.7,52.4,1.676,0.0256,1.3981
1988-08-18T00:00:00Z,1988-11-19T00:00:00Z,1876.6833,Lightning,Natural,4,South Sierran,31366.273,21.9,38.6,1.5994,0.0968,3.8722
1988-08-19T00:00:00Z,NA,375.39325,Equipment Use,Human,4,South Sierran,31366.273,6.9,10.5,0.7726,0.1097,19.6747
1988-08-22T00:00:00Z,1988-08-22T00:00:00Z,17.079668,Lightning,Natural,2,North Interior,43000.296,13.8,90.1,0.4904,0.0346,1.0521
1988-08-24T00:00:00Z,NA,1205.4727,Unknown / Unidentified,Other,1,North Coast and Montane,64191.163,1,0.3,2.4651,0.2106,58.5391
1988-08-26T00:00:00Z,NA,579.26678,Smoking,Human,1,North Coast and Montane,64191.163,31.5,36.6,7.6127,0.0758,8.8225
1988-08-26T00:00:00Z,1988-08-28T00:00:00Z,2162.2739,Miscellaneous,Other,1,North Coast and Montane,64191.163,33.2,31.9,0.3753,0.0575,4.6397
1988-08-28T00:00:00Z,1988-08-28T00:00:00Z,112.01968,Lightning,Natural,3,North Sierran,21000.148,3.1,10,0.568,0.1874,9.143
1988-08-28T00:00:00Z,1988-08-31T00:00:00Z,839.48438,Lightning,Natural,2,North Interior,43000.296,3.1,29.3,0.2515,0.1323,2.9479
1988-08-28T00:00:00Z,NA,117.76479,Lightning,Natural,3,North Sierran,21000.148,3,10,0.568,0.1874,9.143
1988-08-28T00:00:00Z,1988-08-28T00:00:00Z,11.055668,Lightning,Natural,3,North Sierran,21000.148,0.6,14.3,2.0017,0.1473,10.3562
1988-08-29T00:00:00Z,NA,3264.2683,Playing with fire,Human,2,North Interior,43000.296,0.3,59.4,0.4492,0.0394,2.3587
1988-08-29T00:00:00Z,1988-09-01T00:00:00Z,527.92572,Lightning,Natural,3,North Sierran,21000.148,0.5,49.4,0.7022,0.0526,2.2527
1988-08-29T00:00:00Z,1988-09-02T00:00:00Z,2244.9041,Lightning,Natural,4,South Sierran,31366.273,12.8,35.3,1.9013,0.0646,7.5321
1988-08-29T00:00:00Z,1988-08-31T00:00:00Z,12.234823,Lightning,Natural,4,South Sierran,31366.273,16.9,37.6,2.0775,0.0412,3.8216
1988-08-31T00:00:00Z,NA,314.42984,Miscellaneous,Other,7,South Coast and Montane,42488.862,8.6,4.6,0.0178,0.9201,470.0303
1988-08-31T00:00:00Z,NA,416.79059,Playing with fire,Human,5,Central Valley,74899.613,3.7,40.2,2.1557,0.0738,12.2936
1988-08-31T00:00:00Z,1988-09-03T00:00:00Z,701.57123,Miscellaneous,Other,1,North Coast and Montane,64191.163,0,56.9,0.6756,0.0442,1.5575
1988-08-31T00:00:00Z,1988-11-10T00:00:00Z,172.31956,Lightning,Natural,4,South Sierran,31366.273,24,53.8,1.228,0.036,2.1558
1988-09-02T00:00:00Z,NA,11.260795,Miscellaneous,Other,1,North Coast and Montane,64191.163,35.7,38.3,0.7167,0.037,2.8557
1988-09-02T00:00:00Z,1988-09-03T00:00:00Z,19.136576,Equipment Use,Human,1,North Coast and Montane,64191.163,35.7,38.3,0.7163,0.037,2.8448
1988-09-02T00:00:00Z,1988-09-06T00:00:00Z,46.492348,Lightning,Natural,4,South Sierran,31366.273,16.7,34.4,2.2232,0.0931,11.4275
1988-09-02T00:00:00Z,1988-11-10T00:00:00Z,612.58032,Lightning,Natural,4,South Sierran,31366.273,21.5,35.7,1.4693,0.0924,3.1134
1988-09-03T00:00:00Z,NA,935.33398,Miscellaneous,Other,7,South Coast and Montane,42488.862,0,0,0.024,1.1894,663.2265
1988-09-03T00:00:00Z,NA,142.50873,Arson,Human,7,South Coast and Montane,42488.862,0.4,0,0.0404,1.6481,789.2147
1988-09-04T00:00:00Z,NA,5907.9399,Smoking,Human,1,North Coast and Montane,64191.163,22,45.3,7.6748,0.0431,4.96
1988-09-04T00:00:00Z,NA,4571.1675,Miscellaneous,Other,7,South Coast and Montane,42488.862,1.6,0,0.0278,0.8923,377.2444
1988-09-04T00:00:00Z,NA,3818.7144,Unknown / Unidentified,Other,7,South Coast and Montane,42488.862,0,0,0.0241,1.459,769.8573
1988-09-04T00:00:00Z,NA,13310.667,Powerline,Structure,7,South Coast and Montane,42488.862,0,0,0.0731,1.0301,406.4586
1988-09-05T00:00:00Z,NA,631.56982,Campfire,Human,7,South Coast and Montane,42488.862,1.2,0,0.0173,1.0476,556.4161
1988-09-05T00:00:00Z,NA,54.889828,Miscellaneous,Other,7,South Coast and Montane,42488.862,29.6,12.4,0.0282,0.4029,116.2821
1988-09-07T00:00:00Z,NA,155.80577,Unknown / Unidentified,Other,2,North Interior,43000.296,6.6,13.2,0.3052,0.1588,32.3134
1988-09-08T00:00:00Z,1988-11-10T00:00:00Z,251.36676,Lightning,Natural,4,South Sierran,31366.273,10.8,46.6,1.5628,0.0277,1.6432
1988-09-09T00:00:00Z,1988-09-11T00:00:00Z,146.66362,Equipment Use,Human,1,North Coast and Montane,64191.163,10.6,18,0.9256,0.0761,3.5157
